,open,high,low,close,results
2006-12-04,1.3321,1.3347,1.3285,1.3329,2
2006-12-05,1.3328,1.3365,1.3289,1.3325,2
2006-12-06,1.3326,1.3342,1.3257,1.3311,2
2006-12-07,1.331,1.3326,1.3277,1.3289,2
2006-12-08,1.3288,1.3367,1.3194,1.3204,2
2006-12-10,1.3178,1.3196,1.3131,1.3154,1
2006-12-11,1.3155,1.327,1.3151,1.3261,2
2006-12-12,1.3259999999999998,1.3294,1.3213,1.3284,2
2006-12-13,1.3285,1.3286,1.3195,1.3216,2
2006-12-14,1.3215,1.3255,1.3143,1.315,0
2006-12-15,1.3149,1.3189,1.3061,1.3083,1
2006-12-17,1.3085,1.3097,1.308,1.3093,1
2006-12-18,1.3092,1.3121,1.3054,1.3090000000000002,1
2006-12-19,1.3091,1.3243,1.3086,1.3227,2
2006-12-20,1.3228,1.3248,1.3162,1.3194,0
2006-12-21,1.3193,1.3215,1.3144,1.3196,2
2006-12-22,1.3197,1.3215,1.311,1.3141,1
2006-12-25,1.314,1.3141,1.3129,1.3129,1
2006-12-26,1.3130000000000002,1.3142,1.3092,1.3136,1
2006-12-27,1.3135,1.3179,1.3108,1.3121,1
2006-12-28,1.3122,1.3202,1.3121,1.3164,1
2006-12-29,1.3165,1.3206,1.3154,1.3202,2
2007-01-01,1.3237,1.3241,1.3229,1.3241,2
2007-01-02,1.324,1.3298,1.3233,1.329,2
2007-01-03,1.3289,1.3289,1.3148,1.317,2
2007-01-04,1.3169,1.3182,1.3064,1.3073,2
2007-01-05,1.3072,1.3107,1.2983,1.301,2
2007-01-07,1.3019,1.3019,1.2986,1.3001,2
2007-01-08,1.3,1.305,1.2974,1.3043,2
2007-01-09,1.3044,1.3055,1.2955,1.2973,2
2007-01-10,1.2972,1.3003,1.2933,1.2957,0
2007-01-11,1.2956,1.3018,1.2879,1.2903,0
2007-01-12,1.2902,1.2945,1.2868,1.2921,0
2007-01-14,1.2926,1.294,1.2917,1.2938,0
2007-01-15,1.2939,1.296,1.2925,1.2946,0
2007-01-16,1.2945,1.2992,1.2911,1.2927,1
2007-01-17,1.2926,1.298,1.2899,1.2971,0
2007-01-18,1.297,1.3003,1.2898,1.2999,2
2007-01-19,1.3,1.3002,1.2916,1.2968,0
2007-01-21,1.2964,1.2978,1.2957,1.2973,0
2007-01-22,1.2974,1.2979,1.2926,1.2944,0
2007-01-23,1.2945,1.3047,1.2937,1.3037,2
2007-01-24,1.3036,1.3038,1.2951,1.2963,0
2007-01-25,1.2962,1.3005,1.2917,1.2922,1
2007-01-26,1.2923,1.2941,1.2879,1.2919,1
2007-01-28,1.2919,1.2929,1.2901,1.2907,1
2007-01-29,1.2908,1.2972,1.2904,1.2966,0
2007-01-30,1.2967,1.2984,1.2946,1.2962,1
2007-01-31,1.2961,1.3041,1.2927,1.3033,2
2007-02-01,1.3034,1.3056,1.3006,1.3024,2
2007-02-02,1.3025,1.3067,1.2953,1.2965,0
2007-02-04,1.2964,1.2965,1.2937,1.294,1
2007-02-05,1.2941,1.2968,1.2915,1.2926,1
2007-02-06,1.2927,1.2995,1.2914,1.2989,1
2007-02-07,1.2988,1.3026,1.2974,1.3023,1
2007-02-08,1.3024,1.3045,1.2977,1.3041,1
2007-02-09,1.3042,1.3045,1.2986,1.3008,1
2007-02-11,1.2992,1.3027,1.2990000000000002,1.3018,1
2007-02-12,1.3019,1.3039,1.2943,1.2962,1
2007-02-13,1.2963,1.3057,1.2961,1.3034,1
2007-02-14,1.3035,1.3152,1.3026,1.3135,0
2007-02-15,1.3134,1.3174,1.3121,1.314,0
2007-02-16,1.3139,1.3147,1.3097,1.3144,0
2007-02-18,1.3159,1.3165,1.3146,1.3156,0
2007-02-19,1.3157,1.319,1.3125,1.318,0
2007-02-20,1.3179,1.3193,1.3133,1.3144,1
2007-02-21,1.3143,1.3168,1.3115,1.3131,1
2007-02-22,1.3130000000000002,1.3143,1.3084,1.3124,1
2007-02-23,1.3125,1.3189,1.3105,1.317,0
2007-02-25,1.3169,1.3201,1.3169,1.3184,2
2007-02-26,1.3183,1.3206,1.3154,1.3183,2
2007-02-27,1.3182,1.3261,1.3163,1.3224,2
2007-02-28,1.3223,1.3241,1.3182,1.3225,2
2007-03-01,1.3226,1.3242,1.3158,1.3173,0
2007-03-02,1.3174,1.3202,1.3143,1.3194,2
2007-03-04,1.3205,1.3214,1.3122,1.315,0
2007-03-05,1.3149,1.3178,1.3074,1.3103,1
2007-03-06,1.3104,1.3143,1.3090000000000002,1.3131,1
2007-03-07,1.3130000000000002,1.3189,1.3112,1.3178,1
2007-03-08,1.3179,1.318,1.3119,1.3153,1
2007-03-09,1.3154,1.3161,1.3086,1.3119999999999998,1
2007-03-11,1.3142,1.3143,1.3111,1.3113,1
2007-03-12,1.3112,1.3202,1.311,1.3187,1
2007-03-13,1.3188,1.3225,1.3159,1.3196,1
2007-03-14,1.3195,1.3249,1.3179,1.3229,1
2007-03-15,1.3230000000000002,1.3316,1.3195,1.3295,1
2007-03-16,1.3296,1.3341,1.3282,1.3321,0
2007-03-18,1.3318,1.3328,1.3298,1.331,0
2007-03-19,1.3309,1.3319,1.3278,1.3291,1
2007-03-20,1.3292,1.3325,1.3275,1.3317,0
2007-03-21,1.3318,1.3414,1.3292,1.3389,2
2007-03-22,1.339,1.3394,1.3312,1.3323,0
2007-03-23,1.3322,1.3343,1.3285,1.3286,1
2007-03-25,1.3287,1.3298,1.3259,1.3264,1
2007-03-26,1.3265,1.3348,1.3257,1.3328,0
2007-03-27,1.3329,1.3372,1.3324,1.3354,0
2007-03-28,1.3353,1.3375,1.3304,1.3322,1
2007-03-29,1.3323,1.3354,1.3314,1.3343,0
2007-03-30,1.3344,1.3402,1.329,1.3358,0
2007-04-01,1.3377,1.3378,1.3334,1.3357,0
2007-04-02,1.3358,1.3385,1.3344,1.3368,0
2007-04-03,1.3367,1.3383,1.3319999999999999,1.3336,1
2007-04-04,1.3335,1.3384,1.3331,1.3369,1
2007-04-05,1.337,1.3443,1.3356,1.3424,1
2007-04-06,1.3423,1.3429,1.3367,1.3379,1
2007-04-08,1.3379,1.3383,1.3362,1.3362,1
2007-04-09,1.3363,1.3435,1.3341,1.3416,1
2007-04-10,1.3415,1.3457,1.3405,1.3422,1
2007-04-11,1.3421,1.347,1.3409,1.3465,1
2007-04-12,1.3466,1.3526,1.3443,1.3515,1
2007-04-13,1.3516,1.3555,1.3488,1.3533,1
2007-04-15,1.3558,1.3578,1.3553,1.3561,0
2007-04-16,1.3562,1.3566,1.3527,1.3538,1
2007-04-17,1.3539,1.3597,1.3528,1.3585,0
2007-04-18,1.3586,1.3621,1.3559,1.3605,0
2007-04-19,1.3604,1.3630000000000002,1.3563,1.3619999999999999,0
2007-04-20,1.3619,1.364,1.3589,1.3589,0
2007-04-22,1.3601,1.3609,1.3584,1.3586,0
2007-04-23,1.3585,1.3596,1.3544,1.3561,1
2007-04-24,1.3562,1.3646,1.3553,1.3637,0
2007-04-25,1.3636,1.3667,1.3623,1.3649,2
2007-04-26,1.365,1.3656,1.3585,1.3604,0
2007-04-27,1.3605,1.3683,1.3588,1.3652,2
2007-04-29,1.3632,1.3652,1.3617,1.3647,2
2007-04-30,1.3646,1.368,1.3592,1.3653,2
2007-05-01,1.3652,1.3674,1.3565,1.3568,0
2007-05-02,1.3569,1.3613,1.3562,1.36,2
2007-05-03,1.3601,1.3625,1.3536,1.3546,0
2007-05-04,1.3545,1.3614,1.3542,1.3593,2
2007-05-06,1.3606,1.3614,1.3593,1.3608,2
2007-05-07,1.3609,1.3630000000000002,1.3596,1.3615,2
2007-05-08,1.3614,1.3622,1.3517,1.3544,0
2007-05-09,1.3545,1.3569,1.3522,1.3531,0
2007-05-10,1.3530000000000002,1.3566,1.3465,1.348,1
2007-05-11,1.3481,1.3534,1.3468,1.3527,0
2007-05-13,1.3539,1.3551,1.3531,1.3549,2
2007-05-14,1.355,1.3561,1.3526,1.3544,2
2007-05-15,1.3543,1.3612,1.3528,1.3594,2
2007-05-16,1.3593,1.3611,1.3507,1.3529,2
2007-05-17,1.3530000000000002,1.3546,1.3479,1.3488,0
2007-05-18,1.3489,1.3524,1.3467,1.351,0
2007-05-20,1.3522,1.3534,1.3513,1.3519,2
2007-05-21,1.3518,1.3522,1.3439,1.3457,0
2007-05-22,1.3456,1.3477,1.344,1.3458,0
2007-05-23,1.3459,1.3503,1.3417,1.3452,0
2007-05-24,1.3451,1.3463,1.3413,1.3425,0
2007-05-25,1.3424,1.3474,1.3415,1.3446,0
2007-05-27,1.3452,1.3459999999999999,1.3447,1.3459999999999999,0
2007-05-28,1.3459,1.3459999999999999,1.3423,1.3437,1
2007-05-29,1.3436,1.3521,1.3434,1.3452,0
2007-05-30,1.3451,1.3454,1.3406,1.3433,1
2007-05-31,1.3432,1.3478,1.3432,1.3453,2
2007-06-01,1.3452,1.3464,1.3395,1.3451,2
2007-06-03,1.3444,1.3455,1.3439,1.3448,1
2007-06-04,1.3449,1.3507,1.3433,1.3507,2
2007-06-05,1.3506,1.3555,1.3491,1.3527,2
2007-06-06,1.3526,1.3541,1.3486,1.3508,2
2007-06-07,1.3509,1.3515,1.3419999999999999,1.3425,2
2007-06-08,1.3426,1.3430000000000002,1.3322,1.3373,2
2007-06-10,1.3374,1.3375,1.3345,1.3354,0
2007-06-11,1.3353,1.3368,1.3335,1.3365,0
2007-06-12,1.3364,1.337,1.3288,1.3304,1
2007-06-13,1.3305,1.3319,1.3264,1.3315,1
2007-06-14,1.3316,1.3332,1.3282,1.3324,1
2007-06-15,1.3325,1.339,1.3307,1.3388,0
2007-06-17,1.338,1.3394,1.3378,1.3392,0
2007-06-18,1.3391,1.3431,1.3388,1.3423,0
2007-06-19,1.3422,1.344,1.3386,1.3436,0
2007-06-20,1.3435,1.3438,1.3385,1.3398,0
2007-06-21,1.3397,1.3409,1.3374,1.3396,1
2007-06-22,1.3397,1.3473,1.3395,1.3472,0
2007-06-24,1.3471,1.3475,1.3459999999999999,1.3468,1
2007-06-25,1.3467,1.3474,1.3442,1.3466,1
2007-06-26,1.3465,1.3481,1.3434,1.3441,1
2007-06-27,1.344,1.3467,1.3417,1.3464,1
2007-06-28,1.3463,1.3482,1.3425,1.3441,1
2007-06-29,1.344,1.3544,1.3437,1.3544,1
2007-07-01,1.3544,1.355,1.3530000000000002,1.3534,1
2007-07-02,1.3533,1.3641,1.3529,1.3624,1
2007-07-03,1.3623,1.3635,1.3586,1.3617,1
2007-07-04,1.3616,1.3632,1.3608,1.3614,1
2007-07-05,1.3613,1.3661,1.3581,1.3599,1
2007-07-06,1.3598,1.3644,1.3569,1.3631,1
2007-07-08,1.3637,1.3637,1.3618,1.3627,1
2007-07-09,1.3626,1.3639,1.3611,1.3618,1
2007-07-10,1.3617,1.3789,1.3595,1.3739,0
2007-07-11,1.3738,1.3781,1.3734,1.3756,0
2007-07-12,1.3757,1.3801,1.3752,1.3784,0
2007-07-13,1.3785,1.3815,1.3764,1.3784,0
2007-07-15,1.3788,1.3793,1.3772,1.3792,0
2007-07-16,1.3791,1.3805,1.3761,1.3785,0
2007-07-17,1.3786,1.3827,1.3757,1.3826,2
2007-07-18,1.3825,1.3834,1.3754,1.38,2
2007-07-19,1.3799,1.3833,1.3787,1.3797,2
2007-07-20,1.3798,1.3845,1.3780000000000001,1.3827,2
2007-07-22,1.3837,1.3847,1.3831,1.3837,2
2007-07-23,1.3836,1.3846,1.3797,1.3821,2
2007-07-24,1.3822,1.3853,1.3802,1.381,2
2007-07-25,1.3811,1.3826,1.3698,1.3709,0
2007-07-26,1.3708,1.3769999999999998,1.3694,1.3744,2
2007-07-27,1.3743,1.3749,1.3628,1.3634,1
2007-07-29,1.3619,1.3645,1.361,1.3637,1
2007-07-30,1.3636,1.3730000000000002,1.3628,1.3718,1
2007-07-31,1.3717,1.3723,1.3655,1.3662,1
2007-08-01,1.3661,1.371,1.3639,1.3661,1
2007-08-02,1.3659999999999999,1.3713,1.3652,1.3706,1
2007-08-03,1.3707,1.3822,1.3685,1.3774,2
2007-08-05,1.3809,1.3842,1.3803,1.3816,2
2007-08-06,1.3817,1.3840000000000001,1.3782,1.3808,2
2007-08-07,1.3809,1.3812,1.3737,1.3751,2
2007-08-08,1.3752,1.3826,1.3723,1.3804,2
2007-08-09,1.3805,1.3818,1.3657,1.3667,2
2007-08-10,1.3666,1.3706,1.3642,1.3694,2
2007-08-12,1.3689,1.3711,1.3684,1.3706,2
2007-08-13,1.3707,1.3708,1.3603,1.3616,2
2007-08-14,1.3617,1.3627,1.3517,1.3518,2
2007-08-15,1.3519,1.3522,1.3388,1.3404,1
2007-08-16,1.3403,1.3449,1.3362,1.3413,1
2007-08-17,1.3414,1.355,1.3371,1.3476,1
2007-08-19,1.3485,1.35,1.3475,1.3495,1
2007-08-20,1.3496,1.351,1.3461,1.3476,1
2007-08-21,1.3477,1.3521,1.3451,1.3471,1
2007-08-22,1.347,1.3561,1.3466,1.3553,1
2007-08-23,1.3554,1.359,1.3537,1.3569,1
2007-08-24,1.357,1.3689,1.3555,1.3677,2
2007-08-26,1.3678,1.3687,1.3666,1.3673,2
2007-08-27,1.3672,1.3681,1.3627,1.3632,0
2007-08-28,1.3631,1.3682,1.3565,1.3591,1
2007-08-29,1.359,1.3681,1.3569,1.3661,2
2007-08-30,1.3662,1.3676,1.3595,1.3676,2
2007-08-31,1.3675,1.3719999999999999,1.3623,1.3631,1
2007-09-02,1.3635,1.364,1.3628,1.3639,1
2007-09-03,1.3638,1.3656,1.3607,1.3609,1
2007-09-04,1.3608,1.3630000000000002,1.3553,1.3619,1
2007-09-05,1.3618,1.3672,1.357,1.3648,1
2007-09-06,1.3649,1.371,1.3638,1.3669,1
2007-09-07,1.3668,1.38,1.3665,1.3771,1
2007-09-09,1.3774,1.3788,1.3769,1.3774,1
2007-09-10,1.3773,1.3818,1.3772,1.3806,1
2007-09-11,1.3805,1.3851,1.3780000000000001,1.3842,1
2007-09-12,1.3843,1.3917,1.3839,1.3899,1
2007-09-13,1.3898,1.393,1.3866,1.3874,1
2007-09-14,1.3873,1.3897,1.3845,1.3875,1
2007-09-16,1.3869,1.3886,1.3858,1.3880000000000001,1
2007-09-17,1.3879,1.3889,1.3851,1.386,1
2007-09-18,1.3861,1.3991,1.3829,1.3978,1
2007-09-19,1.3977,1.3989,1.3939,1.3978,1
2007-09-20,1.3977,1.4099,1.3973,1.4076,1
2007-09-21,1.4077,1.4121,1.4043,1.409,1
2007-09-23,1.4093,1.412,1.4087,1.4103,1
2007-09-24,1.4104,1.4132,1.4068,1.4080000000000001,1
2007-09-25,1.4079,1.4163,1.4063,1.4137,1
2007-09-26,1.4138,1.4157,1.4112,1.4138,1
2007-09-27,1.4139,1.4192,1.4131,1.4169,1
2007-09-28,1.4168,1.4281,1.4158,1.4269999999999998,2
2007-09-30,1.4277,1.4283,1.4258,1.4265,2
2007-10-01,1.4266,1.4275,1.4213,1.4218,2
2007-10-02,1.4217,1.4225,1.4141,1.4180000000000001,2
2007-10-03,1.4179,1.4203,1.4085,1.4093,1
2007-10-04,1.4094,1.415,1.4068,1.4139,2
2007-10-05,1.4138,1.4158,1.4035,1.4137,2
2007-10-07,1.4141,1.4155,1.4132,1.4138,2
2007-10-08,1.4137,1.4141,1.4018,1.4024,1
2007-10-09,1.4025,1.412,1.4018,1.4115,1
2007-10-10,1.4114,1.4173,1.4102,1.4158,1
2007-10-11,1.4159,1.4243,1.4154,1.4198,1
2007-10-12,1.4199,1.4217,1.4156,1.4180000000000001,1
2007-10-14,1.4179,1.4189,1.4162,1.4167,1
2007-10-15,1.4168,1.4245,1.4167,1.4201,1
2007-10-16,1.42,1.4227,1.4146,1.4173,1
2007-10-17,1.4174,1.4238,1.4158,1.4234,1
2007-10-18,1.4233,1.4312,1.4228,1.4305,2
2007-10-19,1.4304,1.4321,1.4248,1.4302,2
2007-10-21,1.4334,1.4351,1.4307,1.4309,2
2007-10-22,1.431,1.4340000000000002,1.4127,1.4196,1
2007-10-23,1.4195,1.4282,1.4177,1.4261,1
2007-10-24,1.4262,1.4278,1.419,1.4269,1
2007-10-25,1.4269999999999998,1.4344,1.4249,1.4328,1
2007-10-26,1.4326,1.4397,1.4325,1.4396,1
2007-10-28,1.4419,1.4424,1.4402,1.4411,1
2007-10-29,1.4412,1.4441,1.4379,1.4409999999999998,1
2007-10-30,1.4409,1.445,1.4376,1.4442,1
2007-10-31,1.4441,1.4508,1.4422,1.4467,1
2007-11-01,1.4466,1.4479,1.4405,1.4445,1
2007-11-02,1.4446,1.4531,1.4424,1.4506,1
2007-11-04,1.4518,1.4526,1.4481,1.4494,1
2007-11-05,1.4495,1.4503,1.4444,1.4483,1
2007-11-06,1.4484,1.4668,1.4483,1.4636,1
2007-11-07,1.4637,1.4733,1.4615,1.4636,1
2007-11-08,1.4635,1.4741,1.4627,1.4719,2
2007-11-09,1.4718,1.4754,1.4633,1.4680000000000002,2
2007-11-11,1.4673,1.4677,1.4625,1.4641,2
2007-11-12,1.464,1.4666,1.4521,1.4571,1
2007-11-13,1.4572,1.4667,1.4568,1.4658,1
2007-11-14,1.4657,1.4726,1.464,1.4678,1
2007-11-15,1.4677,1.4705,1.4607,1.4619,1
2007-11-16,1.4618,1.4675,1.4584,1.4663,1
2007-11-18,1.4672,1.4688,1.4657,1.4663,1
2007-11-19,1.4662,1.4686,1.4623,1.4667,1
2007-11-20,1.4668,1.4855,1.4662,1.4841,1
2007-11-21,1.484,1.4876,1.4778,1.4861,1
2007-11-22,1.486,1.4969999999999999,1.4824,1.4923,2
2007-11-23,1.4924,1.4938,1.4787,1.4839,2
2007-11-25,1.4825,1.484,1.4811,1.4823,2
2007-11-26,1.4822,1.4889,1.4806,1.4871,2
2007-11-27,1.4872,1.4911,1.4811,1.482,2
2007-11-28,1.4821,1.4859,1.4714,1.4825,2
2007-11-29,1.4824,1.4836,1.4724,1.4742,2
2007-11-30,1.4741,1.4787,1.4629,1.4634,1
2007-12-02,1.464,1.4672,1.464,1.4665,1
2007-12-03,1.4664,1.4709999999999999,1.4622,1.4667,1
2007-12-04,1.4668,1.4773,1.4638,1.4756,2
2007-12-05,1.4757,1.4761,1.4574,1.4619,1
2007-12-06,1.4618,1.4662,1.4529,1.4609999999999999,1
2007-12-07,1.4609,1.4673,1.46,1.4659,2
2007-12-09,1.4656,1.4659,1.4642,1.4645,1
2007-12-10,1.4646,1.4737,1.4642,1.473,2
2007-12-11,1.4729,1.4751,1.464,1.4661,2
2007-12-12,1.4662,1.4749,1.4657,1.4728,2
2007-12-13,1.4729,1.474,1.4577,1.4625,2
2007-12-14,1.4624,1.4658,1.4414,1.4433,2
2007-12-16,1.4394,1.4453,1.439,1.4443,2
2007-12-17,1.4442,1.4453,1.4331,1.4401,1
2007-12-18,1.44,1.4437,1.4368,1.442,2
2007-12-19,1.4419,1.4424,1.4325,1.4376,1
2007-12-20,1.4375,1.4377,1.4311,1.4357,1
2007-12-21,1.4358,1.4412,1.4349,1.4381,1
2007-12-23,1.4376,1.4391,1.4368,1.4387,1
2007-12-24,1.4386,1.4416,1.4376,1.4397,1
2007-12-26,1.4417,1.4506,1.4415,1.4488,1
2007-12-27,1.4489,1.4641,1.4479,1.4608,1
2007-12-28,1.4607,1.473,1.4605,1.4724,2
2007-12-30,1.4717,1.475,1.4708,1.4744,2
2007-12-31,1.4743,1.4748,1.4571,1.459,1
2008-01-01,1.4621,1.4637,1.4597,1.4637,1
2008-01-02,1.4637,1.4752,1.4635,1.4712,1
2008-01-03,1.4713,1.4784,1.4689,1.4744,0
2008-01-04,1.4745,1.4827,1.4696,1.4745,0
2008-01-06,1.4749,1.4758,1.4698,1.4722,1
2008-01-07,1.4723,1.4737,1.4661,1.4698,1
2008-01-08,1.4697,1.4742,1.4695,1.4721,1
2008-01-09,1.472,1.4743,1.4642,1.4683,1
2008-01-10,1.4684,1.4817,1.4644,1.4814,1
2008-01-11,1.4815,1.4822,1.4764,1.4777,1
2008-01-13,1.4784,1.482,1.4784,1.482,2
2008-01-14,1.4821,1.4916,1.4813,1.4875,2
2008-01-15,1.4874,1.4924,1.4778,1.4836,2
2008-01-16,1.4835,1.4854,1.4598,1.4657,2
2008-01-17,1.4658,1.4716,1.4591,1.4648,2
2008-01-18,1.4646,1.4696,1.4604,1.4624,2
2008-01-20,1.4605,1.4606,1.4533,1.4535,2
2008-01-21,1.4536,1.4563,1.4391,1.4417,1
2008-01-22,1.4416,1.4685,1.4367,1.463,2
2008-01-23,1.4631,1.4646,1.4513,1.462,1
2008-01-24,1.4619,1.4782,1.4592,1.4754,1
2008-01-25,1.4755,1.4776,1.4664,1.4683,1
2008-01-27,1.4681,1.4709999999999999,1.4666,1.4675,1
2008-01-28,1.4676,1.48,1.4664,1.4771,1
2008-01-29,1.4772,1.4789,1.474,1.4766,1
2008-01-30,1.4767,1.4907,1.4757,1.4842,2
2008-01-31,1.4841,1.4915,1.4806,1.4867,2
2008-02-01,1.4866,1.495,1.4786,1.4805,2
2008-02-03,1.4807,1.4825,1.4795,1.4815,2
2008-02-04,1.4816,1.485,1.48,1.4817,2
2008-02-05,1.4818,1.4824,1.4625,1.4645,2
2008-02-06,1.4646,1.4671,1.4593,1.4618,2
2008-02-07,1.4619,1.4652,1.4439,1.4486,1
2008-02-08,1.4485,1.4547,1.4451,1.4512,1
2008-02-10,1.4518,1.4548,1.4513,1.4542,1
2008-02-11,1.4541,1.4578,1.4482,1.4515,1
2008-02-12,1.4512,1.4617,1.4499,1.4577,1
2008-02-13,1.4576,1.4599,1.4534,1.4569999999999999,1
2008-02-14,1.4569,1.4651,1.4562,1.4639,1
2008-02-15,1.464,1.4709999999999999,1.4638,1.4684,1
2008-02-17,1.4680000000000002,1.4689,1.4667,1.4688,1
2008-02-18,1.4687,1.4693,1.4611,1.4663,1
2008-02-19,1.4664,1.476,1.4662,1.4721,1
2008-02-20,1.472,1.4735,1.4617,1.4717,1
2008-02-21,1.4718,1.4839,1.4704,1.4805,1
2008-02-22,1.4806,1.4863,1.4795,1.4828,1
2008-02-24,1.4841,1.4842,1.4814,1.4815,1
2008-02-25,1.4816,1.4845,1.4796,1.4829,1
2008-02-26,1.4828,1.505,1.4781,1.4997,1
2008-02-27,1.4996,1.5147,1.4994,1.5114,1
2008-02-28,1.5113,1.5233,1.5076,1.518,1
2008-02-29,1.5179,1.5241,1.5147,1.5181,1
2008-03-02,1.52,1.5227,1.5187,1.5206,1
2008-03-03,1.5205,1.5276,1.516,1.5184,1
2008-03-04,1.5183,1.525,1.5174,1.5195,1
2008-03-05,1.5196,1.5305,1.5148,1.5279,1
2008-03-06,1.528,1.5398,1.5278,1.5383,1
2008-03-07,1.5382,1.5463,1.5315,1.5356,1
2008-03-09,1.5364,1.5407,1.5358,1.5385,1
2008-03-10,1.5386,1.5403,1.5316,1.5365,1
2008-03-11,1.5364,1.5498,1.5285,1.5362,1
2008-03-12,1.5363,1.5589,1.5354,1.5568,1
2008-03-13,1.5567,1.5646,1.5536,1.5601,1
2008-03-14,1.5602,1.5692,1.5535,1.5674,1
2008-03-16,1.5678,1.5906,1.5678,1.5845,2
2008-03-17,1.5844,1.5859,1.5686,1.5787,2
2008-03-18,1.5788,1.5834,1.5614,1.5687,2
2008-03-19,1.5686,1.5786,1.5569,1.56,2
2008-03-20,1.5601,1.5611,1.5397,1.5419999999999998,1
2008-03-21,1.5419,1.5474,1.5418,1.5433,1
2008-03-23,1.5441,1.5441,1.5344,1.5351,1
2008-03-24,1.5352,1.5572,1.535,1.5558,1
2008-03-25,1.5557,1.5661,1.5528,1.5634,1
2008-03-26,1.5635,1.5861,1.5585,1.5816,2
2008-03-27,1.5815,1.5829,1.5728,1.5796,2
2008-03-28,1.5797,1.5839,1.5743,1.5798,2
2008-03-30,1.5803,1.5818,1.5761,1.5802,2
2008-03-31,1.5803,1.5897,1.575,1.5777,2
2008-04-01,1.5778,1.5783,1.5566,1.5602,1
2008-04-02,1.5603,1.5703,1.5534,1.5646,2
2008-04-03,1.5647,1.5687,1.5511,1.5657,1
2008-04-04,1.5658,1.5772,1.5655,1.574,1
2008-04-06,1.5733,1.574,1.5651,1.5671,1
2008-04-07,1.5672,1.5801,1.5628,1.5757,1
2008-04-08,1.5758,1.5777,1.5675,1.5706,1
2008-04-09,1.5705,1.5867,1.5701,1.5845,2
2008-04-10,1.5846,1.5917,1.5728,1.5774,1
2008-04-11,1.5775,1.5857,1.5757,1.5808,2
2008-04-13,1.5699,1.5732,1.5672,1.5719,1
2008-04-14,1.5718,1.5888,1.5698,1.5829,1
2008-04-15,1.5830000000000002,1.5876,1.5754,1.5789,1
2008-04-16,1.579,1.598,1.579,1.5951,2
2008-04-17,1.5952,1.5986,1.5849,1.5901,2
2008-04-18,1.5902,1.5958,1.5714,1.5817,1
2008-04-20,1.5807,1.5838,1.5797,1.5831,1
2008-04-21,1.5830000000000002,1.5951,1.5793,1.5917,2
2008-04-22,1.5916,1.6019999999999999,1.5835,1.5994,2
2008-04-23,1.5993,1.6,1.5834,1.5847,2
2008-04-24,1.5848,1.5873,1.5639,1.5694,2
2008-04-25,1.5695,1.5703,1.5556,1.5631,2
2008-04-27,1.5613,1.5649,1.5594,1.564,2
2008-04-28,1.5639,1.5696,1.5597,1.5654,2
2008-04-29,1.5653,1.5659999999999998,1.5542,1.5575,2
2008-04-30,1.5574,1.5645,1.5519,1.5638,2
2008-05-01,1.5637,1.5644,1.5431,1.5453,1
2008-05-02,1.5452,1.5501,1.5362,1.5426,1
2008-05-04,1.5438,1.548,1.5425,1.5471,1
2008-05-05,1.5472,1.5536,1.5427,1.5525,2
2008-05-06,1.5526,1.5595,1.5454,1.5509,2
2008-05-07,1.5508,1.5518,1.5286,1.5314,1
2008-05-08,1.5313,1.5444,1.5293,1.5405,1
2008-05-09,1.5406,1.5490000000000002,1.5403,1.5483,1
2008-05-11,1.5453,1.5487,1.5404,1.5416,1
2008-05-12,1.5417,1.5572,1.5367,1.554,2
2008-05-13,1.5539,1.5569,1.5433,1.5458,1
2008-05-14,1.5457,1.5490000000000002,1.5398,1.5465,1
2008-05-15,1.5466,1.5548,1.5422,1.5474,1
2008-05-16,1.5472,1.5603,1.5451,1.5578,1
2008-05-18,1.5597,1.5601,1.5563,1.5568,1
2008-05-19,1.5567,1.5635,1.5489,1.5533,1
2008-05-20,1.5532,1.5689,1.5508,1.5668,1
2008-05-21,1.5669,1.5803,1.5633,1.5773,2
2008-05-22,1.5774,1.5815,1.5696,1.5735,2
2008-05-23,1.5734,1.5795,1.5699,1.5762,2
2008-05-25,1.577,1.5795,1.5752,1.5763,2
2008-05-26,1.5764,1.5801,1.5743,1.579,2
2008-05-27,1.5789,1.5819999999999999,1.5667,1.5697,2
2008-05-28,1.5698,1.5762,1.561,1.5636,2
2008-05-29,1.5637,1.5643,1.5487,1.5519,2
2008-05-30,1.5518,1.557,1.5463,1.5557,2
2008-06-01,1.5557,1.5575,1.5533,1.554,2
2008-06-02,1.5541,1.5590000000000002,1.5488,1.5538,2
2008-06-03,1.5537,1.5629,1.5412,1.5455,1
2008-06-04,1.5454,1.5485,1.5386,1.5397,1
2008-06-05,1.5396,1.5606,1.5366,1.5583,1
2008-06-06,1.5582,1.5781,1.5575,1.5781,2
2008-06-08,1.5787,1.5802,1.5766,1.5785,2
2008-06-09,1.5784,1.5846,1.5561,1.5584,2
2008-06-10,1.5585,1.5619999999999998,1.5444,1.5479,1
2008-06-11,1.5478,1.5589,1.5458,1.5489,2
2008-06-12,1.5490000000000002,1.5496,1.5381,1.5453,2
2008-06-13,1.5452,1.5455,1.5305,1.5383,1
2008-06-15,1.5408,1.5419999999999998,1.5373,1.5401,1
2008-06-16,1.54,1.5543,1.5347,1.5533,1
