,open,high,low,close,results
2012-04-12,1.31326,1.3212,1.31013,1.31666,2
2012-04-13,1.31665,1.3183,1.3068799999999998,1.3077,1
2012-04-15,1.30661,1.30745,1.30083,1.30186,1
2012-04-16,1.30188,1.3147,1.2994,1.31153,1
2012-04-17,1.31152,1.31718,1.30897,1.31218,1
2012-04-18,1.3122,1.31362,1.30571,1.31169,1
2012-04-19,1.3117,1.31644,1.30685,1.31415,1
2012-04-20,1.3141200000000002,1.32266,1.31282,1.32189,2
2012-04-22,1.31828,1.32096,1.3182200000000002,1.31914,0
2012-04-23,1.31915,1.31969,1.3104,1.3148799999999998,1
2012-04-24,1.31492,1.32175,1.31475,1.31938,0
2012-04-25,1.31943,1.32358,1.31732,1.32233,2
2012-04-26,1.32234,1.32621,1.31761,1.3198299999999998,2
2012-04-27,1.31984,1.32695,1.31567,1.32535,2
2012-04-29,1.32367,1.32475,1.32297,1.32461,2
2012-04-30,1.32462,1.3266,1.32073,1.32428,2
2012-05-01,1.32429,1.32829,1.32035,1.32283,2
2012-05-02,1.32284,1.3231,1.31216,1.31443,2
2012-05-03,1.31444,1.31796,1.3095,1.3155,2
2012-05-04,1.31548,1.31776,1.30797,1.30835,2
2012-05-06,1.3013,1.30321,1.29545,1.2981,2
2012-05-07,1.29811,1.30648,1.29727,1.30282,2
2012-05-08,1.30281,1.3042200000000002,1.29648,1.29648,2
2012-05-09,1.29649,1.29976,1.29108,1.29407,2
2012-05-10,1.29408,1.29788,1.29043,1.29222,2
2012-05-11,1.2922,1.29566,1.29049,1.29161,2
2012-05-13,1.2901,1.29036,1.28786,1.2888700000000002,2
2012-05-14,1.28888,1.28966,1.28134,1.2836,2
2012-05-15,1.28359,1.28684,1.27212,1.27244,2
2012-05-16,1.27243,1.27583,1.26806,1.27435,2
2012-05-17,1.27437,1.27483,1.2665799999999998,1.26785,1
2012-05-18,1.26788,1.27938,1.26415,1.27795,2
2012-05-20,1.27642,1.28123,1.27479,1.2794,2
2012-05-21,1.27941,1.2824,1.27246,1.2786,2
2012-05-22,1.2785799999999998,1.28069,1.26447,1.26696,2
2012-05-23,1.26694,1.26857,1.25447,1.25809,2
2012-05-24,1.25808,1.2619,1.25153,1.25253,2
2012-05-25,1.25252,1.26011,1.24956,1.2516200000000002,1
2012-05-27,1.25752,1.25966,1.25594,1.25952,2
2012-05-28,1.25949,1.2623799999999998,1.25091,1.25337,2
2012-05-29,1.25338,1.25739,1.24564,1.24613,2
2012-05-30,1.24612,1.24801,1.23575,1.23697,1
2012-05-31,1.23698,1.2427700000000002,1.23231,1.23463,1
2012-06-01,1.23461,1.2455,1.22877,1.24338,1
2012-06-03,1.2417200000000002,1.24427,1.23852,1.24059,1
2012-06-04,1.2406,1.25417,1.23947,1.25222,2
2012-06-05,1.25219,1.25326,1.24094,1.24997,1
2012-06-06,1.24998,1.25846,1.24406,1.25653,2
2012-06-07,1.25657,1.26246,1.25132,1.25204,1
2012-06-08,1.25202,1.25278,1.24349,1.25158,1
2012-06-10,1.264,1.26681,1.26164,1.26293,2
2012-06-11,1.26294,1.26464,1.24487,1.24941,1
2012-06-12,1.24942,1.2528700000000002,1.24419,1.24914,1
2012-06-13,1.24913,1.26098,1.24851,1.25726,1
2012-06-14,1.25727,1.26417,1.25413,1.26362,1
2012-06-15,1.26361,1.26641,1.25914,1.26396,1
2012-06-17,1.26973,1.27471,1.26718,1.26966,2
2012-06-18,1.26967,1.27247,1.25564,1.26113,1
2012-06-19,1.26112,1.27298,1.2568,1.2674,2
2012-06-20,1.26738,1.27423,1.26374,1.26704,2
2012-06-21,1.2670000000000001,1.2698200000000002,1.25308,1.25522,2
2012-06-22,1.2552,1.25826,1.25187,1.25696,2
2012-06-24,1.2546700000000002,1.25578,1.25279,1.25419,1
2012-06-25,1.25418,1.25421,1.24705,1.25071,1
2012-06-26,1.25073,1.25298,1.24413,1.24981,1
2012-06-27,1.2498,1.25237,1.2445,1.25163,1
2012-06-28,1.2516200000000002,1.26263,1.2406700000000002,1.25847,1
2012-06-29,1.25846,1.2692,1.2552299999999998,1.26602,2
2012-07-01,1.26769,1.26797,1.26139,1.26244,2
2012-07-02,1.26245,1.26667,1.25675,1.25956,2
2012-07-03,1.25958,1.26265,1.25586,1.2587,2
2012-07-04,1.25871,1.25997,1.25075,1.25262,2
2012-07-05,1.25264,1.25366,1.23633,1.23795,2
2012-07-06,1.23797,1.24007,1.22595,1.22871,2
2012-07-08,1.22634,1.2296,1.22556,1.22886,2
2012-07-09,1.22885,1.23232,1.22709,1.2283,2
2012-07-10,1.22833,1.23331,1.22344,1.2252299999999998,0
2012-07-11,1.22522,1.22963,1.22122,1.22381,0
2012-07-12,1.22382,1.22444,1.21662,1.22089,1
2012-07-13,1.2209,1.22558,1.21617,1.22486,2
2012-07-15,1.22672,1.22717,1.2231,1.22394,2
2012-07-16,1.22393,1.23127,1.21748,1.23019,2
2012-07-17,1.2301799999999998,1.23161,1.21884,1.22812,2
2012-07-18,1.22813,1.2296200000000002,1.2216200000000002,1.22863,2
2012-07-19,1.2286700000000002,1.23211,1.22285,1.22624,2
2012-07-20,1.22625,1.22768,1.21436,1.21564,2
2012-07-22,1.21202,1.21335,1.21052,1.21126,1
2012-07-23,1.21125,1.2144,1.20667,1.21261,1
2012-07-24,1.2126,1.21314,1.20414,1.20731,1
2012-07-25,1.2073200000000002,1.21697,1.20526,1.21288,1
2012-07-26,1.21289,1.23288,1.21169,1.22863,0
2012-07-27,1.22864,1.23891,1.22409,1.23211,1
2012-07-29,1.22981,1.23098,1.22829,1.22922,1
2012-07-30,1.22921,1.22965,1.22246,1.22849,1
2012-07-31,1.22843,1.23294,1.22482,1.22955,1
2012-08-01,1.22957,1.23358,1.22173,1.22463,1
2012-08-02,1.22462,1.24046,1.2133200000000002,1.21754,1
2012-08-03,1.21753,1.23916,1.21723,1.23865,2
2012-08-05,1.2397200000000002,1.24426,1.23825,1.23907,2
2012-08-06,1.23905,1.24288,1.2341,1.23995,2
2012-08-07,1.23996,1.24412,1.23753,1.23946,2
2012-08-08,1.23943,1.23975,1.23261,1.2377200000000002,2
2012-08-09,1.23773,1.23846,1.22664,1.2292,0
2012-08-10,1.22922,1.23161,1.22407,1.2289,0
2012-08-12,1.22899,1.2300799999999998,1.22602,1.229,0
2012-08-13,1.22897,1.23727,1.2271299999999998,1.23424,1
2012-08-14,1.23423,1.2385,1.2316,1.23227,1
2012-08-15,1.23226,1.23429,1.22634,1.22824,1
2012-08-16,1.22822,1.2372,1.22551,1.23469,1
2012-08-17,1.23472,1.23813,1.22883,1.23326,1
2012-08-19,1.23516,1.23521,1.23206,1.23317,1
2012-08-20,1.23316,1.2368,1.22946,1.23527,1
2012-08-21,1.23525,1.24869,1.23502,1.24598,1
2012-08-22,1.24597,1.25524,1.24305,1.25469,0
2012-08-23,1.2547,1.2588700000000002,1.25281,1.25604,0
2012-08-24,1.25604,1.25632,1.24807,1.25112,1
2012-08-26,1.2512299999999998,1.25233,1.24976,1.2509,1
2012-08-27,1.25091,1.25348,1.24646,1.24802,1
2012-08-28,1.24804,1.2576,1.24758,1.25545,0
2012-08-29,1.25546,1.25726,1.25181,1.2537200000000002,1
2012-08-30,1.25374,1.2563,1.24866,1.2516,1
2012-08-31,1.25157,1.26369,1.24929,1.25786,1
2012-09-02,1.25707,1.25859,1.25595,1.25731,1
2012-09-03,1.25732,1.26271,1.2562,1.26159,2
2012-09-04,1.26158,1.2626,1.25221,1.25354,1
2012-09-05,1.25352,1.26236,1.2501,1.26086,1
2012-09-06,1.26081,1.26509,1.25607,1.26339,1
2012-09-07,1.26338,1.28167,1.26313,1.28155,1
2012-09-09,1.28081,1.28117,1.27825,1.27857,1
2012-09-10,1.2786,1.28029,1.2754299999999998,1.27749,1
2012-09-11,1.27748,1.28704,1.27581,1.286,1
2012-09-12,1.28598,1.29359,1.28149,1.2922,1
2012-09-13,1.29218,1.30282,1.2856299999999998,1.30239,1
2012-09-14,1.30243,1.31682,1.3018,1.31275,2
2012-09-16,1.3119999999999998,1.314,1.3104,1.31258,2
2012-09-17,1.3126,1.31709,1.30825,1.30985,2
2012-09-18,1.30984,1.3114,1.30287,1.30485,2
2012-09-19,1.30487,1.30842,1.29927,1.30038,2
2012-09-20,1.30036,1.30139,1.29186,1.29755,2
2012-09-21,1.29756,1.3047,1.29548,1.29782,2
2012-09-23,1.29758,1.29903,1.29269,1.29492,2
2012-09-24,1.29493,1.29718,1.28903,1.29348,2
2012-09-25,1.29352,1.29701,1.28856,1.28987,0
2012-09-26,1.28988,1.28999,1.28345,1.28794,1
2012-09-27,1.28793,1.29418,1.28285,1.2929700000000002,2
2012-09-28,1.29298,1.2959,1.2838,1.2858,1
2012-09-30,1.28456,1.28495,1.28031,1.28199,1
2012-10-01,1.2820200000000002,1.2938,1.28158,1.28933,1
2012-10-02,1.28931,1.29671,1.28796,1.2902,1
2012-10-03,1.29022,1.29364,1.28767,1.29248,1
2012-10-04,1.29246,1.30308,1.29187,1.30122,2
2012-10-05,1.3012,1.30708,1.29933,1.30355,2
2012-10-07,1.30243,1.3025,1.2983,1.2989700000000002,2
2012-10-08,1.29901,1.29932,1.29371,1.29855,2
2012-10-09,1.2985799999999998,1.2990000000000002,1.28347,1.28561,1
2012-10-10,1.28559,1.29126,1.2824799999999998,1.28653,1
2012-10-11,1.28652,1.29512,1.28435,1.29269,1
2012-10-12,1.2926799999999998,1.29909,1.29235,1.29505,1
2012-10-14,1.29532,1.29607,1.28899,1.29032,1
2012-10-15,1.29033,1.2978,1.28957,1.29615,1
2012-10-16,1.29616,1.31236,1.29579,1.30925,2
2012-10-17,1.30923,1.31387,1.30845,1.30881,2
2012-10-18,1.30882,1.31279,1.3055,1.3069,2
2012-10-19,1.30691,1.30759,1.30124,1.30236,2
2012-10-21,1.30207,1.30495,1.30149,1.30365,2
2012-10-22,1.30366,1.30828,1.30237,1.30525,2
2012-10-23,1.30526,1.30587,1.29513,1.29871,2
2012-10-24,1.29873,1.2996,1.29196,1.29701,0
2012-10-25,1.29702,1.30223,1.29263,1.29374,2
2012-10-26,1.2937299999999998,1.29548,1.2882,1.29382,2
2012-10-28,1.29411,1.29456,1.29142,1.29315,2
2012-10-29,1.29314,1.29337,1.28845,1.29077,1
2012-10-30,1.29076,1.29828,1.28852,1.2959,2
2012-10-31,1.29589,1.30199,1.2945799999999998,1.29636,2
2012-11-01,1.29634,1.29819,1.29239,1.2930000000000001,2
2012-11-02,1.29299,1.29379,1.28206,1.28337,2
2012-11-04,1.28161,1.28385,1.28154,1.28245,2
2012-11-05,1.28243,1.28419,1.27666,1.27847,2
2012-11-06,1.2785,1.2874,1.27628,1.28576,2
2012-11-07,1.28574,1.28756,1.27357,1.27504,0
2012-11-08,1.27503,1.27823,1.27164,1.2772,2
2012-11-09,1.27719,1.27894,1.26892,1.2709700000000002,0
2012-11-11,1.27118,1.27357,1.27098,1.27288,0
2012-11-12,1.27293,1.27383,1.26724,1.26771,1
2012-11-13,1.2677200000000002,1.2728,1.26608,1.27249,1
2012-11-14,1.27244,1.27775,1.27047,1.27355,1
2012-11-15,1.27354,1.28011,1.27312,1.2769700000000002,1
2012-11-16,1.27695,1.27768,1.26898,1.2742,1
2012-11-18,1.27481,1.27726,1.27395,1.27587,1
2012-11-19,1.27589,1.2819,1.27516,1.27958,1
2012-11-20,1.27959,1.2828700000000002,1.27357,1.27486,1
2012-11-21,1.2748700000000002,1.28671,1.27404,1.28401,1
2012-11-22,1.2840200000000002,1.2898,1.28366,1.28857,1
2012-11-23,1.28854,1.29899,1.28742,1.29722,0
2012-11-25,1.29674,1.29768,1.295,1.2958,1
2012-11-26,1.29585,1.3008,1.29435,1.29855,2
2012-11-27,1.29853,1.29981,1.29148,1.29366,1
2012-11-28,1.29364,1.29604,1.28793,1.29494,1
2012-11-29,1.29495,1.30133,1.29384,1.29968,1
2012-11-30,1.2997,1.30267,1.29675,1.2986,1
2012-12-02,1.29824,1.30464,1.29824,1.30379,2
2012-12-03,1.3037299999999998,1.3075,1.30193,1.3055,2
2012-12-04,1.30548,1.31235,1.30508,1.31156,2
2012-12-05,1.31155,1.31259,1.30447,1.30549,2
2012-12-06,1.30548,1.30858,1.2949700000000002,1.2968,1
2012-12-07,1.29679,1.29695,1.28761,1.29264,1
2012-12-09,1.28893,1.29152,1.2886799999999998,1.2896,1
2012-12-10,1.28959,1.2961200000000002,1.28852,1.29489,1
2012-12-11,1.29491,1.30141,1.29384,1.29965,1
2012-12-12,1.29966,1.30968,1.2995,1.30828,1
2012-12-13,1.3083,1.30996,1.3040200000000002,1.30872,1
2012-12-14,1.30871,1.31726,1.30657,1.31625,1
2012-12-16,1.31782,1.31879,1.31477,1.31627,1
2012-12-17,1.31626,1.3178,1.31434,1.31726,1
2012-12-18,1.3172700000000002,1.32555,1.31556,1.32481,0
2012-12-19,1.32482,1.33075,1.3187799999999998,1.32217,0
2012-12-20,1.32215,1.32944,1.31794,1.31928,0
2012-12-21,1.3192700000000002,1.3231,1.3158,1.31876,0
2012-12-23,1.31752,1.31846,1.31707,1.31838,1
2012-12-24,1.31839,1.32329,1.31738,1.31905,1
2012-12-26,1.32099,1.32535,1.31869,1.32311,2
2012-12-27,1.32312,1.32828,1.32008,1.3242200000000002,2
2012-12-28,1.32423,1.32558,1.31652,1.32162,2
2012-12-30,1.32134,1.32341,1.31877,1.31968,2
2012-12-31,1.31967,1.32274,1.31716,1.31928,1
2013-01-01,1.32041,1.32987,1.31879,1.32601,2
2013-01-02,1.3260299999999998,1.32932,1.31233,1.31367,2
2013-01-03,1.31368,1.3169,1.30186,1.30326,1
2013-01-04,1.30325,1.30887,1.29968,1.30677,1
2013-01-06,1.30751,1.30787,1.30338,1.3038,1
2013-01-07,1.30382,1.31391,1.30162,1.31189,1
2013-01-08,1.3119,1.31316,1.30556,1.3074,1
2013-01-09,1.30741,1.30951,1.30358,1.30443,1
2013-01-10,1.30439,1.32788,1.30416,1.32587,1
2013-01-11,1.32584,1.33651,1.32477,1.33418,0
2013-01-13,1.33608,1.34031,1.3349799999999998,1.3391,2
2013-01-14,1.3390799999999998,1.33938,1.33355,1.3356,0
2013-01-15,1.33558,1.33872,1.32628,1.32899,1
2013-01-16,1.32897,1.3324,1.32559,1.3282,1
2013-01-17,1.32819,1.33906,1.3273,1.33854,2
2013-01-18,1.33855,1.33974,1.32798,1.33188,1
2013-01-20,1.33087,1.33296,1.33015,1.33216,1
2013-01-21,1.33218,1.33573,1.32991,1.33419,1
2013-01-22,1.33415,1.3370799999999998,1.32662,1.33103,1
2013-01-23,1.33104,1.3353700000000002,1.32638,1.33126,1
2013-01-24,1.33123,1.33919,1.32855,1.33612,1
2013-01-25,1.3361,1.34784,1.33582,1.34637,1
2013-01-27,1.34653,1.34704,1.34497,1.34583,1
2013-01-28,1.34584,1.34766,1.3424,1.34561,1
2013-01-29,1.34565,1.34965,1.3413700000000002,1.34875,1
2013-01-30,1.34859,1.35867,1.34814,1.35677,1
2013-01-31,1.35673,1.36321,1.35406,1.36225,2
2013-02-01,1.36227,1.37102,1.35856,1.36398,2
2013-02-03,1.36503,1.36591,1.36179,1.36206,2
2013-02-04,1.36203,1.3635700000000002,1.34838,1.34857,1
2013-02-05,1.34859,1.3596700000000002,1.34577,1.35761,2
2013-02-06,1.35763,1.3581299999999998,1.34928,1.35102,2
2013-02-07,1.35103,1.3576700000000002,1.3369799999999998,1.34095,1
2013-02-08,1.34096,1.34284,1.33526,1.3365200000000002,1
2013-02-10,1.33684,1.33778,1.33631,1.3373,1
2013-02-11,1.33728,1.34266,1.33564,1.33903,1
2013-02-12,1.33902,1.34749,1.3363200000000002,1.34457,2
2013-02-13,1.34458,1.35192,1.34255,1.34378,2
2013-02-14,1.3438,1.34441,1.33145,1.33542,2
2013-02-15,1.33541,1.33925,1.33056,1.33587,2
2013-02-17,1.3348799999999998,1.33584,1.3325,1.33303,2
2013-02-18,1.33304,1.33761,1.33208,1.33512,2
2013-02-19,1.33511,1.34333,1.33283,1.34131,2
2013-02-20,1.3413,1.3431,1.32546,1.32647,2
2013-02-21,1.32648,1.32757,1.31606,1.32118,2
2013-02-22,1.3212,1.32446,1.31444,1.31912,2
2013-02-24,1.32162,1.32176,1.31809,1.3189,2
2013-02-25,1.31889,1.3318,1.30377,1.30534,1
2013-02-26,1.30536,1.31218,1.30176,1.30633,0
2013-02-27,1.30632,1.31611,1.30512,1.31405,2
2013-02-28,1.31404,1.31566,1.30525,1.30737,2
2013-03-01,1.30738,1.31003,1.2965799999999998,1.30188,0
2013-03-03,1.30119,1.30305,1.3001200000000002,1.30145,0
2013-03-04,1.30146,1.304,1.29816,1.30333,0
2013-03-05,1.30332,1.30746,1.30094,1.30581,2
2013-03-06,1.30579,1.30699,1.29644,1.29929,1
2013-03-07,1.29932,1.31177,1.29837,1.30909,2
2013-03-08,1.30904,1.31335,1.29545,1.30043,2
2013-03-10,1.29862,1.30083,1.29787,1.30048,2
2013-03-11,1.30052,1.30529,1.29869,1.3024,2
2013-03-12,1.30243,1.30737,1.29903,1.30365,2
2013-03-13,1.30367,1.3064,1.29226,1.29542,1
2013-03-14,1.29543,1.30316,1.2910700000000002,1.30108,2
2013-03-15,1.30109,1.31064,1.3009700000000002,1.30752,2
2013-03-17,1.29074,1.29322,1.28875,1.29105,1
2013-03-18,1.29106,1.2995,1.2881200000000002,1.2953,2
2013-03-19,1.29532,1.2969,1.28431,1.2874,1
2013-03-20,1.28743,1.29776,1.28683,1.29481,2
2013-03-21,1.29475,1.29495,1.28789,1.29143,1
2013-03-22,1.29142,1.30092,1.28875,1.29884,2
2013-03-24,1.29473,1.30472,1.29436,1.30288,2
2013-03-25,1.30295,1.30473,1.28292,1.2866799999999998,2
2013-03-26,1.28666,1.2889,1.28275,1.28415,0
2013-03-27,1.28416,1.2854,1.27505,1.27783,1
2013-03-28,1.2778200000000002,1.28437,1.27545,1.2826799999999998,1
2013-03-29,1.28269,1.28316,1.27926,1.28196,1
2013-03-31,1.28046,1.2813,1.27707,1.27811,1
2013-04-01,1.27813,1.28769,1.27744,1.28672,1
2013-04-02,1.28677,1.28724,1.27947,1.28053,1
2013-04-03,1.28052,1.28637,1.2789,1.28475,1
2013-04-04,1.28477,1.29481,1.2745,1.29272,1
2013-04-05,1.29275,1.30392,1.28999,1.29895,1
2013-04-07,1.2973,1.30056,1.29721,1.29877,1
2013-04-08,1.29876,1.30673,1.29676,1.30446,1
2013-04-09,1.30444,1.31024,1.30043,1.30893,0
2013-04-10,1.30892,1.3121200000000002,1.3043,1.30582,1
2013-04-11,1.30585,1.31375,1.30566,1.31126,0
2013-04-12,1.31125,1.31259,1.30361,1.3111700000000002,0
2013-04-14,1.31147,1.31148,1.30643,1.30764,1
2013-04-15,1.30765,1.31065,1.3021,1.30629,1
2013-04-16,1.30627,1.32008,1.30274,1.31728,2
2013-04-17,1.3172700000000002,1.31989,1.30008,1.30544,0
2013-04-18,1.30546,1.30955,1.30254,1.30649,2
2013-04-19,1.30648,1.31281,1.30466,1.30509,0
2013-04-21,1.30769,1.30835,1.3052700000000002,1.30753,2
2013-04-22,1.30752,1.30754,1.30145,1.30334,1
2013-04-23,1.30337,1.30833,1.29722,1.29986,1
2013-04-24,1.29987,1.30607,1.29538,1.30452,1
2013-04-25,1.30451,1.30926,1.2988,1.30341,1
2013-04-26,1.30344,1.30439,1.29901,1.30293,1
2013-04-28,1.30483,1.30671,1.30312,1.30474,1
2013-04-29,1.30475,1.31158,1.3042,1.30954,1
2013-04-30,1.30955,1.31849,1.30535,1.31626,2
2013-05-01,1.31624,1.32421,1.3159999999999998,1.31673,2
2013-05-02,1.31676,1.32171,1.30365,1.3072,1
2013-05-03,1.30722,1.31586,1.30323,1.31136,2
2013-05-05,1.3122200000000002,1.31402,1.31097,1.31235,2
2013-05-06,1.31234,1.31236,1.30529,1.30787,1
2013-05-07,1.30788,1.31312,1.30672,1.30898,2
2013-05-08,1.30896,1.31935,1.30862,1.3164,2
2013-05-09,1.31639,1.31764,1.3009700000000002,1.30409,2
2013-05-10,1.30414,1.30502,1.29346,1.2989700000000002,2
2013-05-12,1.29701,1.29779,1.2959,1.29663,2
2013-05-13,1.29664,1.30253,1.29408,1.3006799999999998,2
2013-05-14,1.30066,1.30283,1.2912,1.29344,2
2013-05-15,1.29343,1.29418,1.28425,1.2868700000000002,1
2013-05-16,1.28688,1.29289,1.28457,1.28578,1
2013-05-17,1.28577,1.28885,1.27957,1.28379,1
2013-05-19,1.28417,1.28478,1.28188,1.28419,1
2013-05-20,1.28418,1.29032,1.28359,1.2886799999999998,1
2013-05-21,1.28866,1.29381,1.28407,1.29196,0
2013-05-22,1.29194,1.2997299999999998,1.28236,1.28474,1
2013-05-23,1.28472,1.29561,1.28207,1.29199,1
2013-05-24,1.2920200000000002,1.29926,1.29099,1.2931700000000002,1
2013-05-26,1.29341,1.29438,1.29146,1.29207,1
2013-05-27,1.29208,1.29479,1.28834,1.29166,1
2013-05-28,1.29165,1.29488,1.28408,1.28549,1
2013-05-29,1.2855,1.29767,1.28372,1.29617,1
2013-05-30,1.29618,1.30607,1.29409,1.30348,1
2013-05-31,1.30347,1.3046,1.29435,1.29976,1
2013-06-02,1.29932,1.30149,1.29841,1.30139,1
2013-06-03,1.3014,1.31067,1.29547,1.30569,1
2013-06-04,1.30568,1.31007,1.30415,1.3088799999999998,1
2013-06-05,1.30889,1.3115,1.30525,1.3095,1
2013-06-06,1.30949,1.33049,1.30908,1.32558,1
2013-06-07,1.32557,1.32844,1.31911,1.32177,1
2013-06-09,1.31912,1.32277,1.3186,1.32006,1
2013-06-10,1.32007,1.32911,1.31768,1.32718,1
2013-06-11,1.32716,1.33169,1.32316,1.3310799999999998,1
2013-06-12,1.33107,1.3369,1.32648,1.33545,2
2013-06-13,1.3354700000000002,1.33894,1.32778,1.33475,2
2013-06-14,1.33476,1.3354,1.32941,1.33467,2
2013-06-16,1.33474,1.33567,1.3319999999999999,1.33205,2
2013-06-17,1.33202,1.33807,1.33178,1.33533,2
2013-06-18,1.33532,1.3415,1.33251,1.339,2
2013-06-19,1.33899,1.34162,1.32529,1.32557,2
2013-06-20,1.32552,1.32672,1.31607,1.32357,2
2013-06-21,1.32358,1.3248799999999998,1.30979,1.31207,2
2013-06-23,1.30908,1.31133,1.30882,1.3098299999999998,2
2013-06-24,1.30982,1.31434,1.30584,1.3112,2
2013-06-25,1.31119,1.31499,1.30561,1.30663,2
2013-06-26,1.30658,1.30825,1.29842,1.30282,2
2013-06-27,1.30281,1.30742,1.29994,1.30669,2
2013-06-28,1.3067,1.31024,1.2990700000000002,1.30092,2
2013-06-30,1.3013,1.30248,1.30048,1.30226,2
2013-07-01,1.30227,1.30702,1.30133,1.30609,2
2013-07-02,1.3061200000000002,1.3077299999999998,1.29627,1.2971700000000002,2
2013-07-03,1.29719,1.30313,1.29224,1.29947,2
2013-07-04,1.29945,1.30166,1.28825,1.2897299999999998,2
2013-07-05,1.28974,1.29022,1.28053,1.28294,1
2013-07-07,1.28108,1.28319,1.28106,1.2819999999999998,1
2013-07-08,1.2820200000000002,1.2881200000000002,1.2811,1.28604,2
2013-07-09,1.28606,1.28975,1.27545,1.27777,1
2013-07-10,1.27778,1.32053,1.27733,1.31334,2
2013-07-11,1.31332,1.31454,1.30051,1.30821,0
2013-07-12,1.3082200000000002,1.30899,1.29985,1.30666,1
2013-07-14,1.30772,1.30796,1.30524,1.30675,1
2013-07-15,1.30676,1.30785,1.29927,1.30687,1
2013-07-16,1.30689,1.31736,1.30501,1.31396,1
2013-07-17,1.31395,1.31776,1.30825,1.30948,1
2013-07-18,1.30949,1.31497,1.30662,1.31353,1
2013-07-19,1.31352,1.3153700000000002,1.30961,1.3142200000000002,1
2013-07-21,1.31382,1.31685,1.31352,1.31549,1
2013-07-22,1.31552,1.32174,1.31434,1.31981,0
2013-07-23,1.31982,1.3238,1.31628,1.32083,1
2013-07-24,1.32082,1.32555,1.31759,1.32044,1
2013-07-25,1.32042,1.32952,1.3165,1.3281,0
2013-07-26,1.32811,1.32962,1.3252,1.32782,0
2013-07-28,1.32855,1.32932,1.32747,1.32828,0
2013-07-29,1.32827,1.32944,1.32385,1.32528,0
2013-07-30,1.32526,1.33011,1.3233700000000002,1.32547,0
2013-07-31,1.32547,1.3344,1.32086,1.32747,1
2013-08-01,1.32746,1.32769,1.31889,1.32172,1
2013-08-02,1.3217299999999998,1.32933,1.31894,1.32794,1
2013-08-04,1.32813,1.32864,1.32627,1.32742,1
2013-08-05,1.32743,1.32996,1.32322,1.32615,1
2013-08-06,1.32616,1.33223,1.32455,1.3296,0
2013-08-07,1.32959,1.33448,1.3265,1.33355,2
2013-08-08,1.33353,1.33995,1.3331,1.338,2
2013-08-09,1.33799,1.33896,1.33321,1.33417,2
2013-08-11,1.33206,1.33434,1.33169,1.33219,2
2013-08-12,1.3322,1.33325,1.32765,1.33089,1
2013-08-13,1.33091,1.33162,1.32328,1.3262200000000002,1
2013-08-14,1.32621,1.331,1.32382,1.32889,1
2013-08-15,1.3289,1.33623,1.32051,1.3345200000000002,1
2013-08-16,1.33454,1.33792,1.33104,1.33281,1
2013-08-18,1.33335,1.3342,1.33206,1.3326,1
2013-08-19,1.33259,1.33738,1.33144,1.33493,0
2013-08-20,1.33492,1.34513,1.33226,1.34209,2
2013-08-21,1.34208,1.34237,1.33307,1.33387,2
2013-08-22,1.33388,1.33724,1.32975,1.33482,2
2013-08-23,1.33481,1.3409,1.33326,1.33807,2
2013-08-25,1.33846,1.33915,1.33766,1.33819,2
2013-08-26,1.33818,1.33935,1.33559,1.33734,2
2013-08-27,1.33735,1.3398,1.33223,1.33837,2
2013-08-28,1.33838,1.33859,1.33043,1.33362,2
2013-08-29,1.33362,1.33369,1.32186,1.32405,2
2013-08-30,1.32406,1.32522,1.31732,1.32207,2
2013-09-01,1.32133,1.32146,1.31911,1.32066,0
2013-09-02,1.32062,1.32265,1.3183,1.31893,0
2013-09-03,1.31892,1.31962,1.31377,1.31653,1
2013-09-04,1.31652,1.32172,1.31562,1.319,1
2013-09-05,1.31899,1.32223,1.31097,1.31333,1
2013-09-06,1.31329,1.31884,1.3104,1.31771,1
2013-09-08,1.31627,1.31807,1.31626,1.31705,1
2013-09-09,1.31704,1.328,1.31661,1.32617,1
2013-09-10,1.32618,1.32811,1.32296,1.32561,1
2013-09-11,1.32563,1.33238,1.3243200000000002,1.33196,1
2013-09-12,1.33195,1.3324200000000002,1.32563,1.32826,1
2013-09-13,1.32827,1.33204,1.32533,1.32928,1
2013-09-15,1.33596,1.33812,1.33545,1.3368799999999998,1
2013-09-16,1.33689,1.33848,1.33245,1.33328,1
2013-09-17,1.3332700000000002,1.33686,1.33285,1.33511,1
2013-09-18,1.33512,1.35412,1.33374,1.35301,0
2013-09-19,1.35299,1.35678,1.35086,1.35378,0
2013-09-20,1.35377,1.35479,1.34972,1.35232,0
2013-09-22,1.35473,1.35477,1.35195,1.35255,0
2013-09-23,1.35256,1.3544,1.34789,1.34934,0
2013-09-24,1.34936,1.3518,1.34612,1.34658,1
2013-09-25,1.34659,1.35364,1.34637,1.35225,1
2013-09-26,1.35222,1.35256,1.34715,1.34789,1
2013-09-27,1.34792,1.35636,1.34787,1.35212,1
2013-09-29,1.3493,1.3504200000000002,1.34772,1.35025,1
2013-09-30,1.35024,1.35553,1.3477,1.3534,1
2013-10-01,1.35342,1.35872,1.35068,1.35192,1
2013-10-02,1.35194,1.36225,1.3504200000000002,1.36046,2
2013-10-03,1.36045,1.36453,1.35861,1.36215,2
2013-10-04,1.36216,1.36292,1.35378,1.3556700000000002,0
2013-10-06,1.35638,1.35735,1.3560299999999998,1.35633,0
2013-10-07,1.35632,1.35904,1.35419,1.35622,0
